"municipality","votes","parties","file","prefecture"
"新潟市西区",3936,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新潟市西区",19650.951,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西区",8065.048,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西区",4206,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新潟市西区",19402,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西区",68609.99900000001,"得票数計","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",1697,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",1751,"公明党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",558,"参政党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",799,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",1036,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",7126.795,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",2407.204,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",1601,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",7636,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市西蒲区",24611.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"三条市",3036,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"三条市",3061,"公明党","北陸信越選挙区.xlsx","新潟県"
"三条市",1227,"参政党","北陸信越選挙区.xlsx","新潟県"
"三条市",740,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"三条市",2057,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"三条市",12228.074,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"三条市",4556.925,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"三条市",2924,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"三条市",16760,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"三条市",46589.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"加茂市",811,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"加茂市",830,"公明党","北陸信越選挙区.xlsx","新潟県"
"加茂市",271,"参政党","北陸信越選挙区.xlsx","新潟県"
"加茂市",252,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"加茂市",710,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"加茂市",3819.141,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"加茂市",1148.858,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"加茂市",786,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"加茂市",4146,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"加茂市",12773.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"燕市",2915,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"燕市",3246,"公明党","北陸信越選挙区.xlsx","新潟県"
"燕市",1079,"参政党","北陸信越選挙区.xlsx","新潟県"
"燕市",550,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"燕市",1519,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"燕市",9822.83,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"燕市",4269.169,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"燕市",2457,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"燕市",12806,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"燕市",38663.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"弥彦村",304,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"弥彦村",315,"公明党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",89,"参政党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",69,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",135,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",1168.034,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",375.965,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",275,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"弥彦村",1404,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"弥彦村",4134.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"田上町",353,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"田上町",361,"公明党","北陸信越選挙区.xlsx","新潟県"
"田上町",107,"参政党","北陸信越選挙区.xlsx","新潟県"
"田上町",121,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"田上町",310,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"田上町",1659.396,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"田上町",471.603,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"田上町",302,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"田上町",1930,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"田上町",5614.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",1827,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",2322,"公明党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",755,"参政党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",493,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",1753,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",8832.232,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",3238.767,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",2084,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",9653,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市北区",30957.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",1975,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",1513,"公明党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",749,"参政党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",911,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",2403,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",10548.304,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",3655.695,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",2045,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",10357,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新潟市秋葉区",34156.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"新発田市",2370,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"新発田市",3100,"公明党","北陸信越選挙区.xlsx","新潟県"
"新発田市",989,"参政党","北陸信越選挙区.xlsx","新潟県"
"新発田市",993,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"新発田市",1651,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新発田市",12585.025,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新発田市",4353.974,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新発田市",2776,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新発田市",16337,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新発田市",45154.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"村上市",1254,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"村上市",2309,"公明党","北陸信越選挙区.xlsx","新潟県"
"村上市",526,"参政党","北陸信越選挙区.xlsx","新潟県"
"村上市",432,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"村上市",1121,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"村上市",7415.478,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"村上市",2202.522,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"村上市",1541,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"村上市",11938,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"村上市",28739,"得票数計","北陸信越選挙区.xlsx","新潟県"
"五泉市",1195,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"五泉市",1324,"公明党","北陸信越選挙区.xlsx","新潟県"
"五泉市",418,"参政党","北陸信越選挙区.xlsx","新潟県"
"五泉市",926,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"五泉市",899,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"五泉市",6145.941,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"五泉市",1891.058,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"五泉市",1363,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"五泉市",8502,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"五泉市",22663.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",1075,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",1384,"公明党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",414,"参政党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",346,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",1313,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",5141.172,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",1577.827,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",1250,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",8400,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀野市",20900.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"胎内市",754,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"胎内市",885,"公明党","北陸信越選挙区.xlsx","新潟県"
"胎内市",266,"参政党","北陸信越選挙区.xlsx","新潟県"
"胎内市",172,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"胎内市",568,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"胎内市",3693.132,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"胎内市",1372.867,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"胎内市",850,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"胎内市",5696,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"胎内市",14256.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"聖籠町",331,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"聖籠町",412,"公明党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",167,"参政党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",78,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",200,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",1463.799,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",683.2,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",536,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"聖籠町",2424,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"聖籠町",6294.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"阿賀町",184,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"阿賀町",299,"公明党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",70,"参政党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",149,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",202,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",1690.901,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",235.098,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",207,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"阿賀町",2638,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"阿賀町",5674.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"関川村",121,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"関川村",294,"公明党","北陸信越選挙区.xlsx","新潟県"
"関川村",61,"参政党","北陸信越選挙区.xlsx","新潟県"
"関川村",33,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"関川村",62,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"関川村",664.435,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"関川村",205.564,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"関川村",143,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"関川村",1249,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"関川村",2832.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",13,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",36,"公明党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",5,"参政党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",1,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",3,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",37.8,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",16.2,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",9,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",108,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"粟島浦村",229,"得票数計","北陸信越選挙区.xlsx","新潟県"
"長岡市",6574,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"長岡市",8432,"公明党","北陸信越選挙区.xlsx","新潟県"
"長岡市",2895,"参政党","北陸信越選挙区.xlsx","新潟県"
"長岡市",2873,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"長岡市",5889,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"長岡市",34603.629,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"長岡市",12563.37,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"長岡市",7209,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"長岡市",41491,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"長岡市",122529.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"柏崎市",1867,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"柏崎市",3079,"公明党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",895,"参政党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",946,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",1825,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",10499.104,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",4002.895,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",2191,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"柏崎市",14793,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"柏崎市",40097.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"小千谷市",905,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"小千谷市",1181,"公明党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",362,"参政党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",552,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",802,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",5186.464,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",1581.535,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",1105,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"小千谷市",6573,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"小千谷市",18247.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"見附市",996,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"見附市",1273,"公明党","北陸信越選挙区.xlsx","新潟県"
"見附市",450,"参政党","北陸信越選挙区.xlsx","新潟県"
"見附市",324,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"見附市",848,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"見附市",5905.531,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"見附市",2060.468,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"見附市",1324,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"見附市",6855,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"見附市",20035.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",99,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",188,"公明党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",34,"参政党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",39,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",76,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",506.101,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",161.898,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",106,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",1067,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"出雲崎町",2276.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"刈羽村",80,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"刈羽村",157,"公明党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",41,"参政党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",33,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",96,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",605.499,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",210.5,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",124,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"刈羽村",1065,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"刈羽村",2411.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"十日町市",1218,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"十日町市",2050,"公明党","北陸信越選挙区.xlsx","新潟県"
"十日町市",489,"参政党","北陸信越選挙区.xlsx","新潟県"
"十日町市",529,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"十日町市",1644,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"十日町市",6640.931,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"十日町市",2172.068,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"十日町市",1424,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"十日町市",10337,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"十日町市",26503.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",992,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",1268,"公明党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",352,"参政党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",458,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",1011,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",5287.258,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",1567.741,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",1144,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",9882,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"糸魚川市",21961.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"妙高市",674,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"妙高市",1151,"公明党","北陸信越選挙区.xlsx","新潟県"
"妙高市",335,"参政党","北陸信越選挙区.xlsx","新潟県"
"妙高市",245,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"妙高市",574,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"妙高市",4576.667,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"妙高市",1325.332,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"妙高市",809,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"妙高市",5702,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"妙高市",15391.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"上越市",4139,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"上越市",5399,"公明党","北陸信越選挙区.xlsx","新潟県"
"上越市",2419,"参政党","北陸信越選挙区.xlsx","新潟県"
"上越市",1992,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"上越市",4193,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"上越市",27465.215,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"上越市",8910.783999999998,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"上越市",5178,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"上越市",30470,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"上越市",90165.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"魚沼市",839,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"魚沼市",1598,"公明党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",431,"参政党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",570,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",793,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",4769.787,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",1463.212,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",1130,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"魚沼市",6187,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"魚沼市",17780.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",1294,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",1755,"公明党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",812,"参政党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",862,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",1244,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",6756.217,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",2457.782,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",1889,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",9743,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"南魚沼市",26812.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"湯沢町",183,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"湯沢町",307,"公明党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",140,"参政党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",60,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",234,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",988.33,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",374.669,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",282,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"湯沢町",1214,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"湯沢町",3782.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"津南町",215,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"津南町",360,"公明党","北陸信越選挙区.xlsx","新潟県"
"津南町",84,"参政党","北陸信越選挙区.xlsx","新潟県"
"津南町",85,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"津南町",371,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"津南町",1188.757,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"津南町",390.242,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"津南町",300,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"津南町",2072,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"津南町",5065.999,"得票数計","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",59123,"日本維新の会","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",72559,"公明党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",24876,"参政党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",22031,"社会民主党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",51477,"日本共産党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",285953.59200000006,"立憲民主党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",104160.37299999998,"国民民主党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",62458,"れいわ新選組","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",351499,"自由民主党","北陸信越選挙区.xlsx","新潟県"
"新潟県 合計",1034136.9649999992,"得票数計","北陸信越選挙区.xlsx","新潟県"
"富山市第１区",11509,"日本維新の会","北陸信越選挙区.xlsx","富山県"
"富山市第１区",10628,"公明党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",4208,"参政党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",2036,"社会民主党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",6437,"日本共産党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",26472.792,"立憲民主党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",17285.207,"国民民主党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",8183,"れいわ新選組","北陸信越選挙区.xlsx","富山県"
"富山市第１区",44597,"自由民主党","北陸信越選挙区.xlsx","富山県"
"富山市第１区",131355.999,"得票数計","北陸信越選挙区.xlsx","富山県"
"富山市第２区",2718,"日本維新の会","北陸信越選挙区.xlsx","富山県"
"富山市第２区",2936,"公明党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",1107,"参政党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",817,"社会民主党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",1352,"日本共産党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",7579.73,"立憲民主党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",4395.269,"国民民主党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",2550,"れいわ新選組","北陸信越選挙区.xlsx","富山県"
"富山市第２区",13889,"自由民主党","北陸信越選挙区.xlsx","富山県"
"富山市第２区",37343.999,"得票数計","北陸信越選挙区.xlsx","富山県"
"魚津市",1101,"日本維新の会","北陸信越選挙区.xlsx","富山県"
"魚津市",1541,"公明党","北陸信越選挙区.xlsx","富山県"
"魚津市",511,"参政党","北陸信越選挙区.xlsx","富山県"
"魚津市",317,"社会民主党","北陸信越選挙区.xlsx","富山県"
"魚津市",597,"日本共産党","北陸信越選挙区.xlsx","富山県"
"魚津市",3412.947,"立憲民主党","北陸信越選挙区.xlsx","富山県"
"魚津市",1799.052,"国民民主党","北陸信越選挙区.xlsx","富山県"
"魚津市",1012,"れいわ新選組","北陸信越選挙区.xlsx","富山県"
"魚津市",6663,"自由民主党","北陸信越選挙区.xlsx","富山県"
"魚津市",16953.999,"得票数計","北陸信越選挙区.xlsx","富山県"
"滑川市",1039,"日本維新の会","北陸信越選挙区.xlsx","富山県"
"滑川市",1087,"公明党","北陸信越選挙区.xlsx","富山県"
"滑川市",408,"参政党","北陸信越選挙区.xlsx","富山県"
"滑川市",330,"社会民主党","北陸信越選挙区.xlsx","富山県"
"滑川市",626,"日本共産党","北陸信越選挙区.xlsx","富山県"
"滑川市",2667.816,"立憲民主党","北陸信越選挙区.xlsx","富山県"
"滑川市",1782.183,"国民民主党","北陸信越選挙区.xlsx","富山県"
"滑川市",931,"れいわ新選組","北陸信越選挙区.xlsx","富山県"
"滑川市",5297,"自由民主党","北陸信越選挙区.xlsx","富山県"
"滑川市",14167.999,"得票数計","北陸信越選挙区.xlsx","富山県"
"黒部市",1140,"日本維新の会","北陸信越選挙区.xlsx","富山県"
"黒部市",1437,"公明党","北陸信越選挙区.xlsx","富山県"
"黒部市",488,"参政党","北陸信越選挙区.xlsx","富山県"
